50_50,ball_receipt_outcome,ball_recovery_recovery_failure,block_deflection,carry_end_location,clearance_aerial_won,clearance_body_part,clearance_head,clearance_left_foot,clearance_other,clearance_right_foot,counterpress,dribble_nutmeg,dribble_outcome,dribble_overrun,duel_outcome,duel_type,duration,foul_committed_card,foul_committed_offensive,foul_committed_penalty,foul_committed_type,foul_won_defensive,foul_won_penalty,goalkeeper_body_part,goalkeeper_end_location,goalkeeper_outcome,goalkeeper_position,goalkeeper_technique,goalkeeper_type,id,index,injury_stoppage_in_chain,interception_outcome,location,match_id,minute,miscontrol_aerial_won,off_camera,out,pass_aerial_won,pass_angle,pass_assisted_shot_id,pass_body_part,pass_cross,pass_end_location,pass_height,pass_inswinging,pass_length,pass_outcome,pass_outswinging,pass_recipient,pass_recipient_id,pass_shot_assist,pass_switch,pass_technique,pass_through_ball,pass_type,period,play_pattern,player,player_id,position,possession,possession_team,possession_team_id,related_events,second,shot_aerial_won,shot_body_part,shot_end_location,shot_first_time,shot_freeze_frame,shot_key_pass_id,shot_one_on_one,shot_outcome,shot_statsbomb_xg,shot_technique,shot_type,substitution_outcome,substitution_outcome_id,substitution_replacement,substitution_replacement_id,tactics,team,team_id,timestamp,type,under_pressure,competencia,foul_committed_advantage,foul_won_advantage,goalkeeper_punched_out,pass_cut_back,pass_deflected,pass_goal_assist,pass_no_touch,shot_deflected,dribble_no_touch,pass_miscommunication,bad_behaviour_card,ball_recovery_offensive,block_offensive,pass_backheel,shot_open_goal,shot_redirect
,,,,,,,,,,,,,,,,,1.760376,,,,,,,,,,,,,178ee0fc-7ddb-4a9d-8a79-b9da2fe57c98,1245,,,"[87.6, 0.1]",3857260,42,,,,,0.4042211,,,,"[105.6, 7.8]",High Pass,,19.577793,Incomplete,,Salem Mohammed Al Dawsari,5187.0,,,,,Throw-in,1,From Throw In,Saud Abdullah Abdul Hamid,51710.0,Left Back,79,Saudi Arabia,799,"['5b662685-18e1-4b38-adff-0c3f1fb3680d', 'bed8c736-2bd9-42fb-8257-f32e459e5645']",41,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:42:41.474,Pass,,wc_22,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,1.304865,,,,,,,,,,,,,bed8c736-2bd9-42fb-8257-f32e459e5645,1248,,,"[14.5, 72.3]",3857260,42,,,,True,0.71323454,,,,"[23.4, 80.0]",Low Pass,,11.768602,Out,,Jorge Eduardo Sánchez Ramos,26406.0,,,,,Interception,1,From Throw In,Luis Gerardo Chávez Magallón,28825.0,Left Defensive Midfield,79,Saudi Arabia,799,"['178ee0fc-7ddb-4a9d-8a79-b9da2fe57c98', '93be7df0-12a4-4db6-916b-df0f454819c1', '7978fba6-4b37-432f-b068-b8781a1776ad']",43,,,,,,,,,,,,,,,,,Mexico,794,00:42:43.234,Pass,True,wc_22,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,1.911437,,,,,,,,,,,,,05496ee3-0b5b-4887-b6d1-31c8d583fbbf,1250,,,"[97.8, 0.1]",3857260,42,,,,,1.1407495,,,,"[108.9, 24.3]",High Pass,,26.624237,,,Firas Tariq Nasser Al Albirakan,51099.0,,,,,Throw-in,1,From Throw In,Saud Abdullah Abdul Hamid,51710.0,Left Back,80,Saudi Arabia,799,['1ac58a6d-4cc2-44fd-a0e4-be534b866d71'],54,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:42:54.001,Pass,,wc_22,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,1.673131,,,,,,,,,,,,,8d81f74f-eadb-4afd-bd0a-fff100fee312,1252,,,"[108.9, 24.3]",3857260,42,,,,True,2.8221517,,,,"[95.9, 28.6]",High Pass,,13.6926985,Incomplete,,,,,,,,,1,From Throw In,Firas Tariq Nasser Al Albirakan,51099.0,Right Midfield,80,Saudi Arabia,799,"['97affe21-1091-44b6-b8fd-a285f7976bd5', '14b1a40a-baed-4e94-8815-d6f44feed9fb']",55,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:42:55.913,Pass,True,wc_22,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,3.66313,,,,,,,,,,,,,14b1a40a-baed-4e94-8815-d6f44feed9fb,1254,,,"[24.2, 51.5]",3857260,42,,,,,-0.49248576,,Right Foot,,"[52.9, 36.1]",High Pass,,32.570694,Unknown,,,,,,,,Recovery,1,From Throw In,Ernesto Alexis Vega Rojas,26301.0,Left Wing,80,Saudi Arabia,799,['8d81f74f-eadb-4afd-bd0a-fff100fee312'],57,,,,,,,,,,,,,,,,,Mexico,794,00:42:57.586,Pass,,wc_22,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,2.182471,,,,,,,,,,,,,f28b1cac-5b63-49c5-b3a0-fbc74131ed13,1257,,,"[67.9, 48.7]",3857260,43,,,,,-2.3248458,,Right Foot,,"[54.0, 33.9]",Ground Pass,,20.30394,,,Hassan Mohammed Al-Tambakti,51546.0,,,,,Free Kick,1,From Free Kick,Riyadh Sharahili,51470.0,Left Defensive Midfield,81,Saudi Arabia,799,['317529c7-8e19-486d-bb70-73abb4f59eaf'],19,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:43:19.587,Pass,,wc_22,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,1.484167,,,,,,,,,,,,,9c667b80-1d96-4aee-9646-663a05532423,1260,,,"[56.1, 33.5]",3857260,43,,,,,-1.3391502,,Right Foot,,"[63.2, 3.4]",Ground Pass,,30.92604,,,Saud Abdullah Abdul Hamid,51710.0,,,,,,1,From Free Kick,Hassan Mohammed Al-Tambakti,51546.0,Left Center Back,81,Saudi Arabia,799,['ce6cac9f-f54b-42f4-9d1b-6fe559043285'],22,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:43:22.710,Pass,,wc_22,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,0.069983,,,,,,,,,,,,,3e819a78-6251-45b4-8e72-9ffbc666375b,1273,,,"[71.7, 24.1]",3857260,43,,,,,0.16514868,,Right Foot,,"[74.1, 24.5]",Low Pass,,2.433105,Incomplete,,,,,,,,,1,From Free Kick,Saleh Khalid Al Shehri,51469.0,Right Center Forward,81,Saudi Arabia,799,"['832ccc9e-27c0-4eb5-812a-b78297752f33', '4613e70d-77d6-4e3a-88a8-453e6979453a']",33,,,,,,,,,,,,,,,,,Saudi Arabia,799,00:43:33.918,Pass,True,wc_22,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,1.377723,,,,,,,,,,,,,d543d717-f2eb-470d-8f47-5a104a575edf,1275,,,"[21.4, 33.1]",3857260,43,,,,,2.7273235,,Head,,"[7.3, 39.3]",High Pass,,15.402922,,,Francisco Guillermo Ochoa Magaña,5577.0,,,,,Recovery,1,Regular Play,Jesús Daniel Gallardo Vasconcelos,5576.0,Left Back,82,Mexico,794,['6772e536-5bd9-4fe4-be33-bb1298299ed0'],37,,,,,,,,,,,,,,,,,Mexico,794,00:43:37.144,Pass,,wc_22,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,2.168791,,,,,,,,,,,,,809f0c8b-c6a7-4968-8bdd-5380af4c3ae7,1279,,,"[10.5, 37.6]",3857260,43,,,,,-0.99619323,,Keeper Arm,,"[28.5, 9.8]",Ground Pass,,33.118576,,,Jesús Daniel Gallardo Vasconcelos,5576.0,,,,,,1,Regular Play,Francisco Guillermo Ochoa Magaña,5577.0,Goalkeeper,82,Mexico,794,['37342486-c2b4-4abd-9882-d2b02e24b5b4'],39,,,,,,,,,,,,,,,,,Mexico,794,00:43:39.737,Pass,,wc_22,,,,,,,,,,,,,,,,
